id	height	width
NMAAHC-2007_1_69_3_36_C	1598.0	2000.0
NMAAHC-HCA_3.37.A.2-000001	1446.0	948.0
NMAAHC-HCA_3.37.B.1-000001	1272.0	804.0
NMAAHC-HCA_3.37.B.2-000001	1272.0	814.0
NMAAHC-HCA_3.37.C-000001	1806.0	1410.0
NMAAHC-HCA_3.39.C-000001	1410.0	1806.0
NMAAHC-HCA_3.4.C-000001	1806.0	1410.0
NMAAHC-HCA_3.41.D-000001	1746.0	1447.0
NMAAHC-HCA_3.46.B-000001	1866.0	1494.0
NMAAHC-HCA_3.46.D-000001	1447.0	1746.0
NMAAHC-HCA_3.48.D-000001	1746.0	1447.0
NMAAHC-HCA_4.17.A-000001	1794.0	1446.0
NMAAHC-HCA_4.17.C-000001	1740.0	1374.0
NMAAHC-HCA_4.20.D-000001	1387.0	1698.0
NMAAHC-HCA_4.22.A-000001	1794.0	1446.0
NMAAHC-HCA_4.24.A-000001	1794.0	1446.0
NMAAHC-HCA_4.25.C-000001	1374.0	1740.0
NMAAHC-HCA_4.25.D-000001	1698.0	1387.0
NMAAHC-HCA_4.27.C-000001	1740.0	1374.0
NMAAHC-HCA_4.3.B-000001	1782.0	1398.0
NMAAHC-HCA_4.31.A-000001	1794.0	1446.0
NMAAHC-HCA_4.39.B-000001	1782.0	1398.0
NMAAHC-HCA_4.4.A-000001	1794.0	1446.0
NMAAHC-HCA_4.41.D-000001	1698.0	1387.0
NMAAHC-HCA_4.42.A-000001	1794.0	1446.0
NMAAHC-HCA_4.43.B-000001	1782.0	1398.0
NMAAHC-HCA_4.46.C-000001	1374.0	1740.0
NMAAHC-HCA_4.47.D-000001	1387.0	1698.0
NMAAHC-HCA_4.48.A-000001	1794.0	1446.0
NMAAHC-HCA_4.5.A-000001	1794.0	1446.0
NMAAHC-HCA_4.56.C-000001	1740.0	1374.0
NMAAHC-HCA_4.6.B-000001	1782.0	1398.0
NMAAHC-HCA_4.60.C-000001	1740.0	1374.0
NMAAHC-HCA_4.61.D-000001	1698.0	1387.0
NMAAHC-HCA_4.62.B-000001	1782.0	1398.0
NMAAHC-HCA_4.62.C-000001	1740.0	1374.0
NMAAHC-HCA_4.63.A-000001	1794.0	1446.0
NMAAHC-HCA_4.66.A-000001	1446.0	1794.0
NMAAHC-HCA_4.67.C-000001	1374.0	1740.0
NMAAHC-HCA_4.68.D-000001	1387.0	1698.0
NMAAHC-HCA_4.7.B-000001	1398.0	1782.0
NMAAHC-HCA_4.70.A-000001	1446.0	1794.0
NMAAHC-HCA_4.71.B-000001	1398.0	1782.0
NMAAHC-HCA_4.71.C-000001	1374.0	1740.0
NMAAHC-HCA_4.74.C-000001	1374.0	1740.0
NMAAHC-HCA_4.9.A-000001	1446.0	1794.0
NMAAHC-HCA_5.22.B-000001	1477.0	1848.0
NMAAHC-HCA_5.26.A.1-000001	1264.0	782.0
NMAAHC-HCA_5.26.B-000001	1477.0	1848.0
NMAAHC-HCA_5.26.C.2-000001	1266.0	812.0
NMAAHC-HCA_5.26.D-000001	1465.0	1812.0
NMAAHC-HCA_5.28.A.2-000001	1262.0	804.0
NMAAHC-HCA_5.29.C.1-000001	1272.0	792.0
NMAAHC-HCA_5.29.C.2-000001	1272.0	822.0
NMAAHC-HCA_5.30.C.1-000001	1258.0	792.0
NMAAHC-HCA_5.4.B-000001	1848.0	1477.0
NMAAHC-HCA_5.4.C-000001	1734.0	1422.0
NMAAHC-2007_1_69_5_42_C	1592.0	2000.0
NMAAHC-HCA_5.43.D-000001	1812.0	1465.0
NMAAHC-HCA_5.44.A-000001	1770.0	1422.0
NMAAHC-HCA_5.44.B-000001	1848.0	1477.0
NMAAHC-HCA_5.45.D-000001	1812.0	1465.0
NMAAHC-HCA_5.46.B-000001	1848.0	1477.0
NMAAHC-HCA_5.47.D-000001	1812.0	1465.0
NMAAHC-HCA_5.6.A-000001	1770.0	1422.0
NMAAHC-HCA_5.6.C-000001	1734.0	1422.0
NMAAHC-HCA_6.13.C	1752.0	1392.0
NMAAHC-HCA_6.22.C	1752.0	1392.0
NMAAHC-HCA_6.22.D	1728.0	1405.0
NMAAHC-HCA_6.23.A	1746.0	1422.0
NMAAHC-HCA_6.23.B	1770.0	1422.0
NMAAHC-HCA_6.26.A	1746.0	1422.0
NMAAHC-HCA_6.26.C	1752.0	1392.0
NMAAHC-HCA_6.29.B	1770.0	1422.0
NMAAHC-HCA_6.3.C	1752.0	1392.0
NMAAHC-HCA_6.33.A	1746.0	1422.0
NMAAHC-HCA_6.35.A	1746.0	1422.0
NMAAHC-HCA_6.36.A	1746.0	1422.0
NMAAHC-HCA_6.36.D	1728.0	1405.0
NMAAHC-HCA_6.4.C	1752.0	1392.0
NMAAHC-HCA_6.43.C	1752.0	1392.0
NMAAHC-HCA_6.44.B	1770.0	1422.0
NMAAHC-HCA_6.45.A	1746.0	1422.0
NMAAHC-HCA_6.45.D	1728.0	1405.0
NMAAHC-HCA_6.49.B	1770.0	1422.0
NMAAHC-HCA_6.9.C	1752.0	1392.0
NMAAHC-HCA_7.11.A	1776.0	1380.0
NMAAHC-HCA_7.11.C	1398.0	1722.0
NMAAHC-HCA_7.12.D	1776.0	1404.0
NMAAHC-HCA_7.13.B.2	1278.0	818.0
NMAAHC-HCA_7.14.B	1428.0	1752.0
NMAAHC-HCA_7.14.D	1404.0	1776.0
NMAAHC-HCA_7.21.C	1722.0	1398.0
NMAAHC-HCA_7.22.A	1380.0	1776.0
NMAAHC-HCA_7.23.C	1722.0	1398.0
NMAAHC-HCA_7.24.A	1776.0	1380.0
NMAAHC-HCA_7.28.D.1	1252.0	796.0
NMAAHC-HCA_7.29.A	1776.0	1380.0
NMAAHC-HCA_7.3.D.1	1270.0	792.0
NMAAHC-HCA_7.38.D	1776.0	1404.0
NMAAHC-HCA_7.4.A	1776.0	1380.0
NMAAHC-HCA_7.42.A	1776.0	1380.0
NMAAHC-HCA_7.43.A	1380.0	1776.0
NMAAHC-HCA_7.43.A.2	1266.0	810.0
NMAAHC-HCA_7.43.C	1398.0	1722.0
NMAAHC-HCA_7.44.B.2	1270.0	818.0
NMAAHC-HCA_7.44.C	1722.0	1398.0
NMAAHC-HCA_7.45.B.1	1270.0	782.0
NMAAHC-HCA_7.45.B.2	1270.0	796.0
NMAAHC-HCA_7.45.C	1398.0	1722.0
NMAAHC-HCA_7.46.A.1	1284.0	792.0
NMAAHC-HCA_7.46.B	1428.0	1752.0
NMAAHC-HCA_7.47.B	1752.0	1428.0
NMAAHC-HCA_7.47.D	1776.0	1404.0
NMAAHC-HCA_7.6.A.1	1280.0	790.0
NMAAHC-HCA_8.1.A	1770.0	1440.0
NMAAHC-HCA_8.1.B	1746.0	1417.0
NMAAHC-HCA_8.12.B	1746.0	1417.0
NMAAHC-HCA_8.13.B	1746.0	1417.0
NMAAHC-HCA_8.14.C.2	1276.0	802.0
NMAAHC-HCA_8.15.B	1746.0	1417.0
NMAAHC-HCA_8.15.C	1740.0	1404.0
NMAAHC-HCA_8.16.C.1	1246.0	784.0
NMAAHC-HCA_8.16.C.2	1246.0	790.0
NMAAHC-HCA_8.17.B	1746.0	1417.0
NMAAHC-HCA_8.18.C	1740.0	1404.0
NMAAHC-HCA_8.2.C	1740.0	1404.0
NMAAHC-HCA_8.21.B	1746.0	1417.0
NMAAHC-HCA_8.23.B	1417.0	1746.0
NMAAHC-HCA_8.28.B	1417.0	1746.0
NMAAHC-HCA_8.3.C	1740.0	1404.0
NMAAHC-HCA_8.32.A	1770.0	1440.0
NMAAHC-HCA_8.33.B.2	1267.0	814.0
NMAAHC-HCA_8.35.A	1770.0	1440.0
NMAAHC-HCA_8.36.A	1770.0	1440.0
NMAAHC-HCA_8.37.C	1404.0	1740.0
NMAAHC-HCA_8.37.D	1387.0	1746.0
NMAAHC-HCA_8.39.B	1746.0	1417.0
NMAAHC-HCA_8.39.D	1746.0	1387.0
NMAAHC-HCA_8.41.D	1746.0	1387.0
NMAAHC-HCA_8.44.B	1746.0	1417.0
NMAAHC-HCA_8.44.D	1387.0	1746.0
NMAAHC-HCA_8.45.B	1746.0	1417.0
NMAAHC-HCA_8.45.D	1746.0	1387.0
NMAAHC-2007_1_69_8_47_A	1603.0	2000.0
NMAAHC-HCA_8.47.A.2	1288.0	820.0
NMAAHC-HCA_8.47.C	1740.0	1404.0
NMAAHC-HCA_8.48.A	1770.0	1440.0
NMAAHC-HCA_8.5.B	1417.0	1746.0
NMAAHC-HCA_8.7.B	1746.0	1417.0
NMAAHC-HCA_8.7.C	1740.0	1404.0
NMAAHC-HCA_8.8.B	1746.0	1417.0
NMAAHC-HCA_8.9.C	1740.0	1404.0
NMAAHC-HCA_9.1.A	1674.0	1338.0
NMAAHC-HCA_9.13.D	1650.0	1351.0
NMAAHC-HCA_9.15.C	1704.0	1350.0
NMAAHC-HCA_9.15.D	1650.0	1351.0
NMAAHC-HCA_9.16.A	1674.0	1338.0
NMAAHC-HCA_9.2.B	1734.0	1362.0
NMAAHC-HCA_9.21.D	1650.0	1351.0
NMAAHC-HCA_9.23.B	1734.0	1362.0
NMAAHC-HCA_9.25.C	1704.0	1350.0
NMAAHC-HCA_9.26.C	1704.0	1350.0
NMAAHC-HCA_9.3.A	1674.0	1338.0
NMAAHC-HCA_9.33.D	1650.0	1351.0
NMAAHC-HCA_9.35.A	1674.0	1338.0
NMAAHC-HCA_9.38.A	1674.0	1338.0
NMAAHC-HCA_9.4.A	1674.0	1338.0
NMAAHC-HCA_9.42.C.2	1278.0	800.0
NMAAHC-HCA_9.43.C	1704.0	1350.0
NMAAHC-HCA_9.44.A	1674.0	1338.0
NMAAHC-HCA_9.46.A	1674.0	1338.0
NMAAHC-HCA_9.6.A	1674.0	1338.0
NMAAHC-HCA_9.7.B	1734.0	1362.0
NMAAHC-HCA_21.42.B	1660.0	1362.0
NMAAHC-HCA_21.44.C	1640.0	1323.0
NMAAHC-HCA_21.46.C	1640.0	1323.0
NMAAHC-HCA_21.49.C	1640.0	1323.0
NMAAHC-HCA_21.50.A	1348.0	1660.0
NMAAHC-HCA_21.51.B	1660.0	1362.0
NMAAHC-HCA_21.66.A	1660.0	1348.0
NMAAHC-HCA_21.67.B	1359.0	1656.0
NMAAHC-HCA_21.72.B	900.0	825.0
NMAAHC-HCA_21.73.A	1523.0	1068.0
NMAAHC-HCA_21.73.B	1441.0	1162.0
NMAAHC-HCA_21.9.C	1640.0	1323.0
NMAAHC-HCA_3.1.C-000001	1806.0	1410.0
NMAAHC-HCA_3.10.A-000001	1812.0	1446.0
NMAAHC-HCA_3.12.B.1-000001	1247.0	771.0
NMAAHC-HCA_3.14.B-000001	1494.0	1866.0
NMAAHC-HCA_3.2.D-000001	1746.0	1447.0
NMAAHC-HCA_3.20.D.2-000001	1283.0	806.0
NMAAHC-HCA_3.22.B.1-000001	1282.0	800.0
NMAAHC-HCA_3.22.B.2-000001	1286.0	824.0
NMAAHC-HCA_3.22.D.1-000001	1273.0	790.0
NMAAHC-HCA_3.22.D.2-000001	1277.0	816.0
NMAAHC-HCA_3.23.A.2-000001	1446.0	956.0
NMAAHC-HCA_3.23.B-000001	1494.0	1866.0
NMAAHC-HCA_3.23.C-000001	1806.0	1410.0
NMAAHC-HCA_3.28.A.2-000001	1446.0	941.0
NMAAHC-HCA_3.29.D-000001	1746.0	1447.0
NMAAHC-HCA_3.31.A-000001	1812.0	1446.0
NMAAHC-HCA_3.31.C-000001	1806.0	1410.0
NMAAHC-HCA_3.32.C-000001	1806.0	1410.0
NMAAHC-HCA_3.33.C-000001	1806.0	1410.0
NMAAHC-HCA_3.35.B-000001	1866.0	1494.0
NMAAHC-HCA_3.39.C.1-000001	1276.0	794.0
NMAAHC-HCA_3.4.D-000001	1746.0	1447.0
NMAAHC-HCA_3.40.A.1-000001	1446.0	899.0
NMAAHC-HCA_3.40.D.2-000001	1269.0	820.0
NMAAHC-HCA_3.41.A.1-000001	1446.0	888.0
NMAAHC-HCA_3.42.A-000001	1812.0	1446.0
NMAAHC-HCA_3.42.D-000001	1447.0	1746.0
NMAAHC-HCA_3.43.A-000001	1812.0	1446.0
NMAAHC-HCA_3.43.B.1-000001	1296.0	794.0
NMAAHC-HCA_3.45.B.2-000001	1274.0	818.0
NMAAHC-HCA_3.48.A-000001	1812.0	1446.0
NMAAHC-HCA_3.6.A-000001	1812.0	1446.0
NMAAHC-HCA_3.6.B-000001	1866.0	1494.0
NMAAHC-HCA_3.6.D.1-000001	1281.0	796.0
NMAAHC-HCA_3.7.C.2-000001	1273.0	804.0
NMAAHC-HCA_3.9.A-000001	1812.0	1446.0
NMAAHC-HCA_3.9.B-000001	1866.0	1494.0
NMAAHC-HCA_3.9.C.1-000001	1248.0	792.0
NMAAHC-HCA_4.14.C-000001	1740.0	1374.0
NMAAHC-HCA_4.18.B-000001	1398.0	1782.0
NMAAHC-HCA_4.34.C-000001	1740.0	1374.0
NMAAHC-HCA_4.35.D-000001	1698.0	1387.0
NMAAHC-HCA_4.37.A-000001	1794.0	1446.0
NMAAHC-HCA_4.38.A-000001	1446.0	1794.0
NMAAHC-HCA_4.38.D-000001	1387.0	1698.0
NMAAHC-HCA_4.39.A-000001	1794.0	1446.0
NMAAHC-HCA_4.39.C-000001	1740.0	1374.0
NMAAHC-HCA_4.4.B-000001	1782.0	1398.0
NMAAHC-HCA_4.4.C-000001	1740.0	1374.0
NMAAHC-HCA_4.40.A-000001	1794.0	1446.0
NMAAHC-HCA_4.41.C-000001	1740.0	1374.0
NMAAHC-HCA_4.42.C-000001	1740.0	1374.0
NMAAHC-HCA_4.43.D-000001	1698.0	1387.0
NMAAHC-HCA_4.44.A-000001	1794.0	1446.0
NMAAHC-HCA_4.44.B-000001	1782.0	1398.0
NMAAHC-HCA_4.44.C-000001	1740.0	1374.0
NMAAHC-HCA_4.47.A-000001	1446.0	1794.0
NMAAHC-HCA_4.47.B-000001	1398.0	1782.0
NMAAHC-HCA_4.47.C-000001	1740.0	1374.0
NMAAHC-HCA_4.49.A-000001	1794.0	1446.0
NMAAHC-HCA_4.49.D-000001	1698.0	1387.0
NMAAHC-HCA_4.50.A-000001	1794.0	1446.0
NMAAHC-HCA_4.50.B-000001	1782.0	1398.0
NMAAHC-HCA_4.50.D-000001	1698.0	1387.0
NMAAHC-HCA_4.51.B-000001	1782.0	1398.0
NMAAHC-HCA_4.52.A-000001	1794.0	1446.0
NMAAHC-HCA_4.52.B-000001	1398.0	1782.0
NMAAHC-HCA_4.54.A-000001	1794.0	1446.0
NMAAHC-HCA_4.55.A-000001	1794.0	1446.0
NMAAHC-HCA_4.55.B-000001	1782.0	1398.0
NMAAHC-HCA_4.55.C-000001	1740.0	1374.0
NMAAHC-HCA_4.56.A-000001	1794.0	1446.0
NMAAHC-HCA_4.57.B-000001	1782.0	1398.0
NMAAHC-HCA_4.60.D-000001	1698.0	1387.0
NMAAHC-HCA_4.62.D-000001	1698.0	1387.0
NMAAHC-HCA_4.64.B-000001	1398.0	1782.0
NMAAHC-HCA_4.64.D-000001	1387.0	1698.0
NMAAHC-HCA_4.65.D-000001	1387.0	1698.0
NMAAHC-HCA_4.67.B-000001	1398.0	1782.0
NMAAHC-HCA_4.68.A-000001	1446.0	1794.0
NMAAHC-HCA_4.69.A-000001	1446.0	1794.0
NMAAHC-HCA_5.29.D.2-000001	1281.0	820.0
NMAAHC-HCA_7.38.A.2	1280.0	818.0
NMAAHC-HCA_7.39.A	1380.0	1776.0
NMAAHC-HCA_7.39.D	1776.0	1404.0
NMAAHC-HCA_7.40.B	1428.0	1752.0
NMAAHC-HCA_7.40.C	1398.0	1722.0
NMAAHC-HCA_7.42.C.2	1266.0	814.0
NMAAHC-HCA_7.44.B.1	1270.0	764.0
NMAAHC-HCA_7.46.A	1380.0	1776.0
NMAAHC-HCA_7.46.D	1776.0	1404.0
NMAAHC-HCA_7.5.A	1380.0	1776.0
NMAAHC-HCA_7.5.C	1722.0	1398.0
NMAAHC-HCA_7.6.A.2	1280.0	838.0
NMAAHC-HCA_5.40.C-000001	1734.0	1422.0
NMAAHC-HCA_5.46.D-000001	1812.0	1465.0
NMAAHC-HCA_5.49.D-000001	1812.0	1465.0
NMAAHC-HCA_5.5.C-000001	1734.0	1422.0
NMAAHC-HCA_5.6.D-000001	1812.0	1465.0
NMAAHC-HCA_6.14.B	1770.0	1422.0
NMAAHC-HCA_6.15.C	1752.0	1392.0
NMAAHC-HCA_6.29.A	1746.0	1422.0
NMAAHC-HCA_6.3.D	1405.0	1728.0
NMAAHC-HCA_6.33.B	1770.0	1422.0
NMAAHC-HCA_6.33.C	1752.0	1392.0
NMAAHC-HCA_6.34.D	1728.0	1405.0
NMAAHC-HCA_6.35.A	1746.0	1422.0
NMAAHC-HCA_6.36.C	1752.0	1392.0
NMAAHC-HCA_6.37.C	1752.0	1392.0
NMAAHC-HCA_6.40.C	1752.0	1392.0
NMAAHC-HCA_6.42.A	1746.0	1422.0
NMAAHC-HCA_6.49.A	1746.0	1422.0
NMAAHC-HCA_6.49.C	1752.0	1392.0
NMAAHC-HCA_6.6.A	1746.0	1422.0
NMAAHC-HCA_7.14.C	1722.0	1398.0
NMAAHC-HCA_7.16.C	1398.0	1722.0
NMAAHC-HCA_7.17.A	1776.0	1380.0
NMAAHC-HCA_7.17.C	1398.0	1722.0
NMAAHC-HCA_7.17.C.2	1296.0	820.0
NMAAHC-HCA_7.17.D	1404.0	1776.0
NMAAHC-HCA_7.2.C.2	1275.0	812.0
NMAAHC-HCA_7.2.D.1	1268.0	788.0
NMAAHC-HCA_7.20.A	1776.0	1380.0
NMAAHC-HCA_7.20.B	1752.0	1428.0
NMAAHC-HCA_7.20.C	1398.0	1722.0
NMAAHC-HCA_7.21.A	1380.0	1776.0
NMAAHC-HCA_7.23.B	1752.0	1428.0
NMAAHC-HCA_7.24.D	1776.0	1404.0
NMAAHC-HCA_7.25.B	1752.0	1428.0
NMAAHC-HCA_7.33.B	1428.0	1752.0
NMAAHC-HCA_7.33.C	1722.0	1398.0
NMAAHC-HCA_7.33.D	1776.0	1404.0
NMAAHC-HCA_7.34.D	1776.0	1404.0
NMAAHC-HCA_7.35.D.2	1266.0	810.0
NMAAHC-HCA_7.37.A	1776.0	1380.0
NMAAHC-HCA_7.40.C	1398.0	1722.0
NMAAHC-HCA_7.43.C.2	1272.0	800.0
NMAAHC-HCA_7.44.A	1280.0	802.0
NMAAHC-HCA_7.45.D	1776.0	1404.0
NMAAHC-HCA_7.46.A.1	1284.0	792.0
NMAAHC-HCA_7.46.B	1428.0	1752.0
NMAAHC-HCA_7.46.D	1776.0	1404.0
NMAAHC-HCA_7.47.A	1776.0	1380.0
NMAAHC-HCA_7.47.D	1776.0	1404.0
NMAAHC-HCA_7.5.A	1380.0	1776.0
NMAAHC-HCA_7.6.A	1380.0	1776.0
NMAAHC-HCA_7.6.C	1398.0	1722.0
NMAAHC-HCA_7.7.D	1404.0	1776.0
NMAAHC-HCA_8.1.A	1770.0	1440.0
NMAAHC-HCA_8.1.B	1746.0	1417.0
NMAAHC-HCA_8.1.C	1740.0	1404.0
NMAAHC-HCA_8.10.B	1746.0	1417.0
NMAAHC-HCA_8.12.B	1746.0	1417.0
NMAAHC-HCA_8.19.A	1770.0	1440.0
NMAAHC-HCA_8.23.D.1	1253.0	790.0
NMAAHC-HCA_8.3.A	1770.0	1440.0
NMAAHC-HCA_8.3.B	1746.0	1417.0
NMAAHC-HCA_8.3.C	1740.0	1404.0
NMAAHC-HCA_8.32.A	1770.0	1440.0
NMAAHC-HCA_8.32.C	1740.0	1404.0
NMAAHC-HCA_8.33.C	1740.0	1404.0
NMAAHC-2007_1_69_8_34_A	1606.0	2000.0
NMAAHC-HCA_8.34.D	1746.0	1387.0
NMAAHC-HCA_8.37.B	1746.0	1417.0
NMAAHC-HCA_8.37.C.1	1264.0	776.0
NMAAHC-HCA_8.37.D	1387.0	1746.0
NMAAHC-HCA_8.38.D	1746.0	1387.0
NMAAHC-HCA_8.40.B	1746.0	1417.0
NMAAHC-HCA_8.41.A	1770.0	1440.0
NMAAHC-HCA_8.42.C	1740.0	1404.0
NMAAHC-HCA_8.44.B	1746.0	1417.0
NMAAHC-HCA_8.47.C	1740.0	1404.0
NMAAHC-HCA_8.47.D	1746.0	1387.0
NMAAHC-HCA_8.48.A	1770.0	1440.0
NMAAHC-HCA_8.48.B	1746.0	1417.0
NMAAHC-HCA_8.48.C	1740.0	1404.0
NMAAHC-HCA_8.49.D	1746.0	1387.0
NMAAHC-HCA_8.6.C	1740.0	1404.0
NMAAHC-HCA_8.7.A	1770.0	1440.0
NMAAHC-HCA_8.8.C	1740.0	1404.0
NMAAHC-HCA_8.9.A	1770.0	1440.0
NMAAHC-HCA_9.1.A	1674.0	1338.0
NMAAHC-HCA_9.1.C	1704.0	1350.0
NMAAHC-HCA_9.10.B	1734.0	1362.0
NMAAHC-HCA_9.10.D	1650.0	1351.0
NMAAHC-HCA_9.11.A	1674.0	1338.0
NMAAHC-HCA_9.14.D	1650.0	1351.0
NMAAHC-HCA_9.17.B	1734.0	1362.0
NMAAHC-HCA_9.18.A	1674.0	1338.0
NMAAHC-HCA_9.18.B	1734.0	1362.0
NMAAHC-HCA_9.22.A	1674.0	1338.0
NMAAHC-HCA_9.29.C	1704.0	1350.0
NMAAHC-HCA_9.30.C	1704.0	1350.0
NMAAHC-HCA_9.39.C.2	780.0	1266.0
NMAAHC-HCA_9.46.B	1362.0	1734.0
NMAAHC-HCA_9.46.D	1650.0	1351.0
NMAAHC-HCA_9.48.D	1650.0	1351.0
NMAAHC-HCA_9.5.B	1734.0	1362.0
NMAAHC-HCA_9.7.D	1650.0	1351.0
NMAAHC-HCA_9.9.C	1704.0	1350.0
NMAAHC-HCA_21.41.C	1640.0	1323.0
NMAAHC-2007_1_69_21_42_A	1583.0	2000.0
NMAAHC-HCA_21.43.D	1672.0	1331.0
NMAAHC-HCA_21.44.B	1660.0	1362.0
NMAAHC-HCA_21.52.D	1331.0	1672.0
NMAAHC-HCA_21.54.A	1660.0	1348.0
NMAAHC-HCA_21.54.B	1660.0	1362.0
NMAAHC-HCA_21.55.D	1331.0	1672.0
NMAAHC-HCA_21.56.B	1660.0	1362.0
NMAAHC-HCA_21.56.D	1672.0	1331.0
NMAAHC-HCA_21.59.C	1640.0	1323.0
NMAAHC-HCA_21.60.B	1660.0	1362.0
NMAAHC-2007_1_69_21_63_A	2000.0	1609.0
NMAAHC-HCA_21.65.B	1660.0	1362.0
NMAAHC-HCA_21.67.B	1359.0	1656.0
NMAAHC-HCA_21.67.C	1656.0	1350.0
NMAAHC-HCA_21.68.A	1169.0	1406.0
NMAAHC-HCA_21.71.B	1502.0	1107.0
NMAAHC-HCA_21.72.C	900.0	822.0
NMAAHC-2007_1_69_21_79_B_001	2000.0	1586.0
NMAAHC-HCA_3.1.B-000001	1866.0	1494.0
NMAAHC-HCA_3.13.A-000001	1812.0	1446.0
NMAAHC-HCA_3.13.D-000001	1447.0	1746.0
NMAAHC-HCA_3.15.B.2-000001	1247.0	786.0
NMAAHC-HCA_3.16.A.1-000001	1271.0	798.0
NMAAHC-HCA_3.16.D-000001	1746.0	1447.0
NMAAHC-HCA_3.18.C-000001	1806.0	1410.0
NMAAHC-HCA_3.21.C.1-000001	1284.0	792.0
NMAAHC-HCA_3.21.C.2-000001	1296.0	812.0
NMAAHC-HCA_3.21.D-000001	1746.0	1447.0
NMAAHC-HCA_3.22.B-000001	1494.0	1866.0
NMAAHC-HCA_3.28.D-000001	1746.0	1447.0
NMAAHC-HCA_3.3.B-000001	1866.0	1494.0
NMAAHC-HCA_3.3.C.2-000001	1264.0	788.0
NMAAHC-HCA_3.36.B-000001	1866.0	1494.0
NMAAHC-HCA_3.39.C.1-000001	1276.0	794.0
NMAAHC-HCA_3.40.A.2-000001	1446.0	919.0
NMAAHC-HCA_3.40.D.1-000001	1269.0	794.0
NMAAHC-HCA_3.42.B-000001	1866.0	1494.0
NMAAHC-HCA_3.42.D.2-000001	1248.0	792.0
NMAAHC-HCA_3.44.A-000001	1812.0	1446.0
NMAAHC-HCA_3.5.D-000001	1746.0	1447.0
NMAAHC-HCA_3.9.A-000001	1812.0	1446.0
NMAAHC-HCA_4.11.A-000001	1794.0	1446.0
NMAAHC-HCA_4.16.A-000001	1794.0	1446.0
NMAAHC-HCA_4.17.C-000001	1740.0	1374.0
NMAAHC-HCA_4.19.A-000001	1446.0	1794.0
NMAAHC-HCA_4.34.C-000001	1740.0	1374.0
NMAAHC-HCA_4.35.D-000001	1698.0	1387.0
NMAAHC-HCA_4.43.A-000001	1794.0	1446.0
NMAAHC-HCA_4.45.D-000001	1698.0	1387.0
NMAAHC-HCA_4.47.D-000001	1387.0	1698.0
NMAAHC-HCA_4.50.B-000001	1782.0	1398.0
NMAAHC-HCA_4.54.C-000001	1740.0	1374.0
NMAAHC-HCA_4.55.D-000001	1698.0	1387.0
NMAAHC-HCA_4.56.C-000001	1740.0	1374.0
NMAAHC-HCA_4.58.C-000001	1740.0	1374.0
NMAAHC-HCA_4.59.B-000001	1782.0	1398.0
NMAAHC-HCA_4.60.C-000001	1740.0	1374.0
NMAAHC-HCA_4.61.C-000001	1740.0	1374.0
NMAAHC-HCA_4.64.D-000001	1387.0	1698.0
NMAAHC-HCA_4.8.C-000001	1740.0	1374.0
NMAAHC-HCA_4.9.C-000001	1740.0	1374.0
NMAAHC-HCA_5.11.B-000001	1848.0	1477.0
NMAAHC-HCA_5.13.A-000001	1770.0	1422.0
NMAAHC-HCA_5.14.B-000001	1848.0	1477.0
NMAAHC-HCA_5.15.C-000001	1734.0	1422.0
NMAAHC-HCA_5.17.D-000001	1812.0	1465.0
NMAAHC-HCA_5.21.C.1-000001	1272.0	810.0
NMAAHC-HCA_5.21.D-000001	1465.0	1812.0
NMAAHC-HCA_5.22.B-000001	1477.0	1848.0
NMAAHC-HCA_5.22.C.2-000001	1236.0	794.0
NMAAHC-HCA_5.24.B-000001	1848.0	1477.0
NMAAHC-HCA_5.26.C.2-000001	1266.0	812.0
NMAAHC-HCA_5.26.D.2-000001	1287.0	806.0
NMAAHC-HCA_5.8.B-000001	1848.0	1477.0
NMAAHC-HCA_5.9.B-000001	1848.0	1477.0
NMAAHC-HCA_5.9.D-000001	1812.0	1465.0
NMAAHC-HCA_6.10.C	1752.0	1392.0
NMAAHC-HCA_6.14.A	1746.0	1422.0
NMAAHC-HCA_6.17.A	1746.0	1422.0
NMAAHC-HCA_6.18.D	1405.0	1728.0
NMAAHC-HCA_6.2.C	1752.0	1392.0
NMAAHC-HCA_6.2.D	1405.0	1728.0
NMAAHC-HCA_6.20.B	1770.0	1422.0
NMAAHC-HCA_6.20.D	1728.0	1405.0
NMAAHC-HCA_6.21.D	1728.0	1405.0
NMAAHC-HCA_6.26.C	1752.0	1392.0
NMAAHC-HCA_6.26.D	1728.0	1405.0
NMAAHC-HCA_6.27.A	1746.0	1422.0
NMAAHC-HCA_6.28.B	1770.0	1422.0
NMAAHC-HCA_6.38.A	1746.0	1422.0
NMAAHC-HCA_6.38.C	1752.0	1392.0
NMAAHC-HCA_6.38.D	1728.0	1405.0
NMAAHC-HCA_6.39.A	1638.0	1357.0
NMAAHC-HCA_6.39.D	1728.0	1405.0
NMAAHC-HCA_6.43.C	1752.0	1392.0
NMAAHC-HCA_6.48.D	1728.0	1405.0
NMAAHC-HCA_7.23.C	1722.0	1398.0
NMAAHC-HCA_7.25.C	1398.0	1722.0
NMAAHC-HCA_7.26.B.1	1264.0	790.0
NMAAHC-HCA_7.26.C.1	1314.0	780.0
NMAAHC-HCA_7.29.C	1722.0	1398.0
NMAAHC-HCA_7.3.D	1404.0	1776.0
NMAAHC-HCA_7.31.A	1776.0	1380.0
